decision_id,task_id,final_decision,primary_agent,supporting_agents,tools_used,confidence_score,risk_score,governance_status,approval_status,decision_reason,evidence,reversible_flag,recommended_next_action,created_at
decision_00302,task_00302,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:02:00
decision_00303,task_00303,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:03:00
decision_00304,task_00304,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:04:00
decision_00305,task_00305,require_human_approval,healthcare_ops_agent,governance_agent,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:05:00
decision_00306,task_00306,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:06:00
decision_00307,task_00307,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:07:00
decision_00308,task_00308,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:08:00
decision_00309,task_00309,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:09:00
decision_00310,task_00310,require_human_approval,governance_agent,governance_agent,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:10:00
decision_00311,task_00311,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:11:00
decision_00312,task_00312,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:12:00
decision_00313,task_00313,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:13:00
decision_00314,task_00314,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:14:00
decision_00315,task_00315,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:15:00
decision_00316,task_00316,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:16:00
decision_00317,task_00317,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:17:00
decision_00318,task_00318,block,data_quality_agent,,,0.83,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:18:00
decision_00319,task_00319,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:19:00
decision_00320,task_00320,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:20:00
decision_00321,task_00321,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:21:00
decision_00322,task_00322,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:22:00
decision_00323,task_00323,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:23:00
decision_00324,task_00324,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:24:00
decision_00325,task_00325,require_human_approval,finance_agent,governance_agent,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:25:00
decision_00326,task_00326,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:26:00
decision_00327,task_00327,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:27:00
decision_00328,task_00328,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:28:00
decision_00329,task_00329,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:29:00
decision_00330,task_00330,block,data_quality_agent,governance_agent,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:30:00
decision_00331,task_00331,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:31:00
decision_00332,task_00332,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:32:00
decision_00333,task_00333,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:33:00
decision_00334,task_00334,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:34:00
decision_00335,task_00335,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:35:00
decision_00336,task_00336,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:36:00
decision_00337,task_00337,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:37:00
decision_00338,task_00338,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:38:00
decision_00339,task_00339,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:39:00
decision_00340,task_00340,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:40:00
decision_00341,task_00341,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:41:00
decision_00342,task_00342,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:42:00
decision_00343,task_00343,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:43:00
decision_00344,task_00344,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:44:00
decision_00345,task_00345,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:45:00
decision_00346,task_00346,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:46:00
decision_00347,task_00347,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:47:00
decision_00348,task_00348,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:48:00
decision_00349,task_00349,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:49:00
decision_00350,task_00350,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:50:00
decision_00351,task_00351,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:51:00
decision_00352,task_00352,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:52:00
decision_00353,task_00353,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:53:00
decision_00354,task_00354,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:54:00
decision_00355,task_00355,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:55:00
decision_00356,task_00356,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 05:56:00
decision_00357,task_00357,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:57:00
decision_00358,task_00358,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 05:58:00
decision_00359,task_00359,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 05:59:00
decision_00360,task_00360,require_human_approval,executive_agent,governance_agent,generate_executive_briefing|summarize_cross_domain_risk,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:00:00
decision_00361,task_00361,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:01:00
decision_00362,task_00362,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:02:00
decision_00363,task_00363,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:03:00
decision_00364,task_00364,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 06:04:00
decision_00365,task_00365,require_human_approval,healthcare_ops_agent,governance_agent,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:05:00
decision_00366,task_00366,block,data_quality_agent,,,0.83,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:06:00
decision_00367,task_00367,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:07:00
decision_00368,task_00368,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 06:08:00
decision_00369,task_00369,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:09:00
decision_00370,task_00370,require_human_approval,governance_agent,governance_agent,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:10:00
decision_00371,task_00371,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:11:00
decision_00372,task_00372,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:12:00
decision_00373,task_00373,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:13:00
decision_00374,task_00374,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 06:14:00
decision_00375,task_00375,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:15:00
decision_00376,task_00376,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 06:16:00
decision_00377,task_00377,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:17:00
decision_00378,task_00378,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:18:00
decision_00379,task_00379,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:19:00
decision_00380,task_00380,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 06:20:00
decision_00381,task_00381,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:21:00
decision_00382,task_00382,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:22:00
decision_00383,task_00383,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:23:00
decision_00384,task_00384,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:24:00
decision_00385,task_00385,require_human_approval,finance_agent,governance_agent,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:25:00
decision_00386,task_00386,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:26:00
decision_00387,task_00387,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:27:00
decision_00388,task_00388,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 06:28:00
decision_00389,task_00389,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:29:00
decision_00390,task_00390,block,data_quality_agent,governance_agent,,0.83,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:30:00
decision_00391,task_00391,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:31:00
decision_00392,task_00392,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:32:00
decision_00393,task_00393,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:33:00
decision_00394,task_00394,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:34:00
decision_00395,task_00395,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:35:00
decision_00396,task_00396,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:36:00
decision_00397,task_00397,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:37:00
decision_00398,task_00398,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 06:38:00
decision_00399,task_00399,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:39:00
decision_00400,task_00400,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:40:00
decision_00401,task_00401,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:41:00
decision_00402,task_00402,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:42:00
decision_00403,task_00403,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:43:00
decision_00404,task_00404,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 06:44:00
decision_00405,task_00405,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:45:00
decision_00406,task_00406,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:46:00
decision_00407,task_00407,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:47:00
decision_00408,task_00408,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:48:00
decision_00409,task_00409,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:49:00
